Order ID,Order Date,Ship Date,Ship Mode,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Delivery Time,Profit Margin,Total Discount Effect
CA-2014-143336,2014-08-27,2014-09-01,Second Class,Consumer,San Francisco,California,West,OFF-BI-10002215,Office Supplies,Binders,22.72,4,0.2,7.384,5,0.325,0.8
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,Corporate,Fremont,Nebraska,Central,OFF-AR-10000246,Office Supplies,Art,19.46,7,0.0,5.0596,4,0.25999999999999995,0.0
CA-2016-137330,2016-12-09,2016-12-13,Standard Class,Corporate,Fremont,Nebraska,Central,OFF-AP-10001492,Office Supplies,Appliances,60.34,7,0.0,15.6884,4,0.25999999999999995,0.0
US-2017-156909,2017-07-16,2017-07-18,Second Class,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10002774,Furniture,Chairs,71.372,2,0.3,-1.0196,2,-0.014285714285714287,0.6
CA-2015-106320,2015-09-25,2015-09-30,Standard Class,Consumer,Orem,Utah,West,FUR-TA-10000577,Furniture,Tables,1044.63,3,0.0,240.2649,5,0.22999999999999998,0.0
CA-2016-121755,2016-01-16,2016-01-20,Second Class,Consumer,Los Angeles,California,West,OFF-BI-10001634,Office Supplies,Binders,11.648,2,0.2,4.2224,4,0.36250000000000004,0.4
CA-2016-121755,2016-01-16,2016-01-20,Second Class,Consumer,Los Angeles,California,West,TEC-AC-10003027,Technology,Accessories,90.57,3,0.0,11.7741,4,0.13,0.0
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,Philadelphia,Pennsylvania,East,FUR-BO-10004834,Furniture,Bookcases,2481.694599999993,7,0.5,-319.264953,4,-0.12864796216262908,3.5
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10000474,Office Supplies,Binders,9.618,2,0.7,-7.0532,4,-0.7333333333333334,1.4
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,124.2,3,0.2,15.525,4,0.125,0.6000000000000001
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,Philadelphia,Pennsylvania,East,OFF-EN-10001509,Office Supplies,Envelopes,3.264,2,0.2,1.1016,4,0.3375,0.4
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10004042,Office Supplies,Art,86.304,6,0.2,9.7092,4,0.11249999999999999,1.2000000000000002
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,6.858,6,0.7,-5.715,4,-0.8333333333333334,4.199999999999999
US-2015-150630,2015-09-17,2015-09-21,Standard Class,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10001683,Office Supplies,Art,15.76,2,0.2,3.546,4,0.22499999999999998,0.4
CA-2017-107727,2017-10-19,2017-10-23,Second Class,Home Office,Houston,Texas,Central,OFF-PA-10000249,Office Supplies,Paper,29.472,3,0.2,9.9468,4,0.33749999999999997,0.6000000000000001
CA-2016-117590,2016-12-08,2016-12-10,First Class,Corporate,Richardson,Texas,Central,TEC-PH-10004977,Technology,Phones,1097.544,7,0.2,123.4737,2,0.11249999999999999,1.4000000000000001
CA-2016-117590,2016-12-08,2016-12-10,First Class,Corporate,Richardson,Texas,Central,FUR-FU-10003664,Furniture,Furnishings,190.92,5,0.6,-147.963,2,-0.775,3.0
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Home Office,Houston,Texas,Central,OFF-EN-10002986,Office Supplies,Envelopes,113.328,9,0.2,35.415,4,0.3125,1.8
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Home Office,Houston,Texas,Central,FUR-BO-10002545,Furniture,Bookcases,532.3992,3,0.32,-46.9764,4,-0.08823529411764706,0.96
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Home Office,Houston,Texas,Central,FUR-CH-10004218,Furniture,Chairs,212.058,3,0.3,-15.147,4,-0.07142857142857144,0.8999999999999999
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,Home Office,Houston,Texas,Central,TEC-PH-10000486,Technology,Phones,371.168,4,0.2,41.7564,4,0.1125,0.8
CA-2017-120999,2017-09-10,2017-09-15,Standard Class,Corporate,Naperville,Illinois,Central,TEC-PH-10004093,Technology,Phones,147.168,4,0.2,16.5564,5,0.11249999999999999,0.8
CA-2016-101343,2016-07-17,2016-07-22,Standard Class,Corporate,Los Angeles,California,West,OFF-ST-10003479,Office Supplies,Storage,77.88,2,0.0,3.894,5,0.05,0.0
CA-2017-139619,2017-09-19,2017-09-23,Standard Class,Corporate,Melbourne,Florida,South,OFF-ST-10003282,Office Supplies,Storage,95.616,2,0.2,9.5616,4,0.1,0.4
CA-2016-118255,2016-03-11,2016-03-13,First Class,Corporate,Eagan,Minnesota,Central,TEC-AC-10000171,Technology,Accessories,45.98,2,0.0,19.7714,2,0.43000000000000005,0.0
CA-2016-118255,2016-03-11,2016-03-13,First Class,Corporate,Eagan,Minnesota,Central,OFF-BI-10003291,Office Supplies,Binders,17.46,2,0.0,8.2062,2,0.47000000000000003,0.0
CA-2014-146703,2014-10-20,2014-10-25,Second Class,Consumer,Westland,Michigan,Central,OFF-ST-10001713,Office Supplies,Storage,211.96,4,0.0,8.4784,5,0.04,0.0
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,Consumer,Dover,Delaware,East,TEC-AC-10002167,Technology,Accessories,45.0,3,0.0,4.95,5,0.11,0.0
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,Consumer,Dover,Delaware,East,TEC-PH-10003988,Technology,Phones,21.8,2,0.0,6.104,5,0.27999999999999997,0.0
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Consumer,New Albany,Indiana,Central,OFF-BI-10004410,Office Supplies,Binders,38.22,6,0.0,17.9634,4,0.47000000000000003,0.0
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Consumer,New Albany,Indiana,Central,OFF-LA-10002762,Office Supplies,Labels,75.18,6,0.0,35.3346,4,0.47,0.0
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Consumer,New Albany,Indiana,Central,FUR-FU-10001706,Furniture,Furnishings,6.16,2,0.0,2.9568,4,0.48,0.0
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,Consumer,New Albany,Indiana,Central,FUR-CH-10003061,Furniture,Chairs,89.99,1,0.0,17.0981,4,0.19,0.0
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,Corporate,New York City,New York,East,OFF-FA-10000304,Office Supplies,Fasteners,15.26,7,0.0,6.2566,6,0.41,0.0
CA-2016-105816,2016-12-11,2016-12-17,Standard Class,Corporate,New York City,New York,East,TEC-PH-10002447,Technology,Phones,1029.95,5,0.0,298.6855,6,0.29,0.0
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,OFF-ST-10000604,Office Supplies,Storage,208.56,6,0.0,52.14,1,0.25,0.0
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,OFF-PA-10001569,Office Supplies,Paper,32.4,5,0.0,15.552,1,0.48,0.0
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,FUR-CH-10003968,Furniture,Chairs,319.41,5,0.1,7.098,1,0.02222222222222222,0.5
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,OFF-PA-10000587,Office Supplies,Paper,14.56,2,0.0,6.9888,1,0.48,0.0
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,TEC-AC-10002167,Technology,Accessories,30.0,2,0.0,3.3,1,0.11,0.0
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,OFF-BI-10001460,Office Supplies,Binders,48.48,4,0.2,16.362,1,0.33749999999999997,0.8
CA-2016-111682,2016-06-17,2016-06-18,First Class,Consumer,Troy,New York,East,OFF-AR-10001868,Office Supplies,Art,2.286,1,0.0,0.84,1,0.3674540682414698,0.0
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Consumer,Los Angeles,California,West,TEC-AC-10004633,Technology,Accessories,13.98,2,0.0,6.1512,6,0.44,0.0
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Consumer,Los Angeles,California,West,OFF-BI-10001078,Office Supplies,Binders,25.824,6,0.2,9.3612,6,0.3625,1.2000000000000002
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Consumer,Los Angeles,California,West,OFF-PA-10003892,Office Supplies,Paper,146.73,3,0.0,68.9631,6,0.47000000000000003,0.0
CA-2015-135545,2015-11-24,2015-11-30,Standard Class,Consumer,Los Angeles,California,West,FUR-FU-10000397,Furniture,Furnishings,79.76,4,0.0,22.3328,6,0.27999999999999997,0.0
US-2015-164175,2015-04-30,2015-05-05,Standard Class,Home Office,Chicago,Illinois,Central,FUR-CH-10001146,Furniture,Chairs,213.115,5,0.3,-15.2225,5,-0.07142857142857142,1.5
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,Corporate,Gilbert,Arizona,West,OFF-AR-10002671,Office Supplies,Art,1113.024,8,0.2,111.3024,5,0.10000000000000002,1.6
CA-2014-106376,2014-12-05,2014-12-10,Standard Class,Corporate,Gilbert,Arizona,West,TEC-PH-10002726,Technology,Phones,167.968,4,0.2,62.988,5,0.375,0.8
CA-2016-119823,2016-06-04,2016-06-06,First Class,Consumer,Springfield,Virginia,South,OFF-PA-10000482,Office Supplies,Paper,75.88,2,0.0,35.6636,2,0.4700000000000001,0.0
CA-2016-106075,2016-09-18,2016-09-23,Standard Class,Consumer,New York City,New York,East,OFF-BI-10004654,Office Supplies,Binders,4.616,1,0.2,1.731,5,0.37500000000000006,0.2
CA-2017-114440,2017-09-14,2017-09-17,Second Class,Consumer,Jackson,Michigan,Central,OFF-PA-10004675,Office Supplies,Paper,19.05,3,0.0,8.763,3,0.45999999999999996,0.0
US-2015-134026,2015-04-26,2015-05-02,Standard Class,Consumer,Memphis,Tennessee,South,FUR-CH-10000513,Furniture,Chairs,831.936,8,0.2,-114.3912,6,-0.13749999999999998,1.6
US-2015-134026,2015-04-26,2015-05-02,Standard Class,Consumer,Memphis,Tennessee,South,FUR-FU-10003708,Furniture,Furnishings,97.04,2,0.2,1.213,6,0.0125,0.4
US-2015-134026,2015-04-26,2015-05-02,Standard Class,Consumer,Memphis,Tennessee,South,OFF-ST-10004123,Office Supplies,Storage,72.784,1,0.2,-18.196,6,-0.25,0.2
US-2017-118038,2017-12-09,2017-12-11,First Class,Corporate,Houston,Texas,Central,OFF-BI-10004182,Office Supplies,Binders,2.286,3,0.8,-1.9344,2,-0.8461942257217847,2.4000000000000004
US-2017-118038,2017-12-09,2017-12-11,First Class,Corporate,Houston,Texas,Central,FUR-FU-10000260,Furniture,Furnishings,9.708,3,0.6,-5.8248,2,-0.6,1.7999999999999998
US-2017-118038,2017-12-09,2017-12-11,First Class,Corporate,Houston,Texas,Central,OFF-ST-10000615,Office Supplies,Storage,27.24,3,0.2,2.724,2,0.10000000000000002,0.6000000000000001
US-2014-147606,2014-11-26,2014-12-01,Second Class,Consumer,Houston,Texas,Central,FUR-FU-10003194,Furniture,Furnishings,19.3,5,0.6,-14.475,5,-0.75,3.0
CA-2016-127208,2016-06-12,2016-06-15,First Class,Corporate,Decatur,Alabama,South,OFF-AP-10002118,Office Supplies,Appliances,208.16,1,0.0,56.2032,3,0.27,0.0
CA-2016-127208,2016-06-12,2016-06-15,First Class,Corporate,Decatur,Alabama,South,OFF-BI-10002309,Office Supplies,Binders,16.74,3,0.0,8.0352,3,0.48000000000000004,0.0
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,Consumer,San Francisco,California,West,OFF-AR-10002053,Office Supplies,Art,14.9,5,0.0,4.172,4,0.27999999999999997,0.0
CA-2014-139451,2014-10-12,2014-10-16,Standard Class,Consumer,San Francisco,California,West,OFF-ST-10002370,Office Supplies,Storage,21.39,1,0.0,6.2031,4,0.29,0.0
CA-2015-149734,2015-09-03,2015-09-08,Standard Class,Corporate,Durham,North Carolina,South,OFF-EN-10000927,Office Supplies,Envelopes,200.984,7,0.2,62.8075,5,0.3125,1.4000000000000001
US-2017-119662,2017-11-13,2017-11-16,First Class,Home Office,Chicago,Illinois,Central,OFF-ST-10003656,Office Supplies,Storage,230.376,3,0.2,-48.9549,3,-0.2125,0.6000000000000001
CA-2017-140088,2017-05-28,2017-05-30,Second Class,Consumer,Columbia,South Carolina,South,FUR-CH-10000863,Furniture,Chairs,301.96,2,0.0,33.2156,2,0.11000000000000001,0.0
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,Consumer,Rochester,Minnesota,Central,TEC-AC-10001998,Technology,Accessories,19.99,1,0.0,6.7966,7,0.34,0.0
CA-2017-155558,2017-10-26,2017-11-02,Standard Class,Consumer,Rochester,Minnesota,Central,OFF-LA-10000134,Office Supplies,Labels,6.16,2,0.0,2.9568,7,0.48,0.0
CA-2016-159695,2016-04-05,2016-04-10,Second Class,Home Office,Houston,Texas,Central,OFF-ST-10003442,Office Supplies,Storage,158.368,7,0.2,13.8572,5,0.08750000000000001,1.4000000000000001
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Corporate,Los Angeles,California,West,OFF-AR-10004930,Office Supplies,Art,20.1,3,0.0,6.633,5,0.32999999999999996,0.0
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Corporate,Los Angeles,California,West,TEC-PH-10004093,Technology,Phones,73.584,2,0.2,8.2782,5,0.11249999999999999,0.4
CA-2016-109806,2016-09-17,2016-09-22,Standard Class,Corporate,Los Angeles,California,West,OFF-PA-10000304,Office Supplies,Paper,6.48,1,0.0,3.1104,5,0.4799999999999999,0.0
CA-2015-149587,2015-01-31,2015-02-05,Second Class,Consumer,Minneapolis,Minnesota,Central,OFF-PA-10003177,Office Supplies,Paper,12.96,2,0.0,6.2208,5,0.4799999999999999,0.0
CA-2015-149587,2015-01-31,2015-02-05,Second Class,Consumer,Minneapolis,Minnesota,Central,FUR-FU-10003799,Furniture,Furnishings,53.34,3,0.0,16.5354,5,0.30999999999999994,0.0
CA-2015-149587,2015-01-31,2015-02-05,Second Class,Consumer,Minneapolis,Minnesota,Central,OFF-BI-10002852,Office Supplies,Binders,32.96,2,0.0,16.1504,5,0.49000000000000005,0.0
US-2017-109484,2017-11-06,2017-11-12,Standard Class,Home Office,Portland,Oregon,West,OFF-BI-10004738,Office Supplies,Binders,5.682,1,0.7,-3.788,6,-0.6666666666666666,0.7
CA-2017-161018,2017-11-09,2017-11-11,Second Class,Home Office,New York City,New York,East,FUR-FU-10000629,Furniture,Furnishings,96.53,7,0.0,40.5426,2,0.42,0.0
CA-2017-157833,2017-06-17,2017-06-20,First Class,Consumer,San Francisco,California,West,OFF-BI-10001721,Office Supplies,Binders,51.312,3,0.2,17.9592,3,0.35,0.6000000000000001
CA-2016-149223,2016-09-06,2016-09-11,Standard Class,Corporate,Saint Paul,Minnesota,Central,OFF-AP-10000358,Office Supplies,Appliances,77.88,6,0.0,22.5852,5,0.29000000000000004,0.0
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,Home Office,Chicago,Illinois,Central,OFF-PA-10003256,Office Supplies,Paper,64.624,7,0.2,22.6184,4,0.35000000000000003,1.4000000000000001
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,Home Office,Chicago,Illinois,Central,TEC-AC-10001767,Technology,Accessories,95.976,3,0.2,-10.7973,4,-0.1125,0.6000000000000001
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,Home Office,Chicago,Illinois,Central,OFF-BI-10002609,Office Supplies,Binders,2.286,3,0.8,-3.0396,4,-1.3296587926509187,2.4000000000000004
CA-2016-129903,2016-12-01,2016-12-04,Second Class,Consumer,Rochester,Minnesota,Central,OFF-PA-10004040,Office Supplies,Paper,23.92,4,0.0,11.7208,3,0.49,0.0
US-2015-156867,2015-11-13,2015-11-17,Standard Class,Consumer,Aurora,Colorado,West,TEC-AC-10001552,Technology,Accessories,238.896,6,0.2,-26.8758,4,-0.11250000000000002,1.2000000000000002
US-2015-156867,2015-11-13,2015-11-17,Standard Class,Consumer,Aurora,Colorado,West,FUR-FU-10004006,Furniture,Furnishings,102.36,3,0.2,-3.8385,4,-0.0375,0.6000000000000001
US-2015-156867,2015-11-13,2015-11-17,Standard Class,Consumer,Aurora,Colorado,West,OFF-BI-10002794,Office Supplies,Binders,36.882,3,0.7,-25.8174,4,-0.7000000000000001,2.0999999999999996
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,Consumer,Charlotte,North Carolina,South,TEC-AC-10003499,Technology,Accessories,74.112,8,0.2,17.6016,5,0.23750000000000004,1.6
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,Consumer,Charlotte,North Carolina,South,TEC-PH-10002844,Technology,Phones,27.992,1,0.2,2.0994,5,0.075,0.2
CA-2017-119004,2017-11-23,2017-11-28,Standard Class,Consumer,Charlotte,North Carolina,South,OFF-AR-10000390,Office Supplies,Art,3.304,1,0.2,1.0738,5,0.32500000000000007,0.2
CA-2015-129476,2015-10-15,2015-10-20,Standard Class,Home Office,Orland Park,Illinois,Central,TEC-AC-10000844,Technology,Accessories,339.96,5,0.2,67.992,5,0.20000000000000004,1.0
CA-2017-146780,2017-12-25,2017-12-30,Standard Class,Corporate,New York City,New York,East,FUR-FU-10001934,Furniture,Furnishings,41.96,2,0.0,10.9096,5,0.25999999999999995,0.0
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,Consumer,Urbandale,Iowa,Central,OFF-AR-10000380,Office Supplies,Art,75.96,2,0.0,22.788,7,0.30000000000000004,0.0
CA-2016-128867,2016-11-03,2016-11-10,Standard Class,Consumer,Urbandale,Iowa,Central,OFF-BI-10003981,Office Supplies,Binders,27.24,6,0.0,13.3476,7,0.49000000000000005,0.0
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Consumer,Columbus,Ohio,East,OFF-FA-10000621,Office Supplies,Fasteners,40.096,14,0.2,14.5348,2,0.36250000000000004,2.8000000000000003
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Consumer,Columbus,Ohio,East,OFF-EN-10002600,Office Supplies,Envelopes,4.72,2,0.2,1.652,2,0.35,0.4
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Consumer,Columbus,Ohio,East,OFF-PA-10004965,Office Supplies,Paper,23.976,3,0.2,7.4925,2,0.3125,0.6000000000000001
CA-2014-115259,2014-08-25,2014-08-27,Second Class,Consumer,Columbus,Ohio,East,OFF-EN-10002504,Office Supplies,Envelopes,130.464,6,0.2,44.0316,2,0.33749999999999997,1.2000000000000002
CA-2015-110457,2015-03-02,2015-03-06,Standard Class,Consumer,Seattle,Washington,West,FUR-TA-10001768,Furniture,Tables,787.53,3,0.0,165.3813,4,0.21000000000000002,0.0
US-2015-136476,2015-04-05,2015-04-10,Standard Class,Corporate,Bristol,Tennessee,South,OFF-BI-10003650,Office Supplies,Binders,157.794,1,0.7,-115.7156,5,-0.7333333333333333,0.7
CA-2016-103730,2016-06-12,2016-06-15,First Class,Consumer,Wilmington,Delaware,East,FUR-FU-10002157,Furniture,Furnishings,47.04,3,0.0,18.3456,3,0.39,0.0
CA-2016-103730,2016-06-12,2016-06-15,First Class,Consumer,Wilmington,Delaware,East,OFF-BI-10003910,Office Supplies,Binders,30.84,4,0.0,13.878,3,0.45,0.0
CA-2016-103730,2016-06-12,2016-06-15,First Class,Consumer,Wilmington,Delaware,East,OFF-ST-10000777,Office Supplies,Storage,226.56,6,0.0,63.4368,3,0.27999999999999997,0.0
CA-2016-103730,2016-06-12,2016-06-15,First Class,Consumer,Wilmington,Delaware,East,OFF-EN-10002500,Office Supplies,Envelopes,115.02,9,0.0,51.759,3,0.45,0.0
CA-2016-103730,2016-06-12,2016-06-15,First Class,Consumer,Wilmington,Delaware,East,TEC-PH-10003875,Technology,Phones,68.04,7,0.0,19.7316,3,0.29,0.0
US-2014-152030,2014-12-26,2014-12-28,Second Class,Home Office,Houston,Texas,Central,FUR-CH-10004063,Furniture,Chairs,600.558,3,0.3,-8.5794,2,-0.014285714285714285,0.8999999999999999
US-2014-134614,2014-09-20,2014-09-25,Standard Class,Consumer,Bloomington,Illinois,Central,FUR-TA-10004534,Furniture,Tables,617.7,6,0.5,-319.264953,5,-0.5168608596406021,3.0
US-2017-107272,2017-11-05,2017-11-12,Standard Class,Consumer,Phoenix,Arizona,West,OFF-BI-10003274,Office Supplies,Binders,2.388,2,0.7,-1.8308,7,-0.7666666666666667,1.4
US-2017-107272,2017-11-05,2017-11-12,Standard Class,Consumer,Phoenix,Arizona,West,OFF-ST-10002974,Office Supplies,Storage,243.992,7,0.2,30.499,7,0.125,1.4000000000000001
US-2016-125969,2016-11-06,2016-11-10,Second Class,Home Office,Los Angeles,California,West,FUR-CH-10001146,Furniture,Chairs,81.424,2,0.2,-9.1602,4,-0.11249999999999999,0.4
US-2016-125969,2016-11-06,2016-11-10,Second Class,Home Office,Los Angeles,California,West,FUR-FU-10003773,Furniture,Furnishings,238.56,3,0.0,26.2416,4,0.10999999999999999,0.0
US-2017-164147,2017-02-02,2017-02-05,First Class,Corporate,Columbus,Ohio,East,TEC-PH-10002293,Technology,Phones,59.97,5,0.4,-11.994,3,-0.2,2.0
US-2017-164147,2017-02-02,2017-02-05,First Class,Corporate,Columbus,Ohio,East,OFF-PA-10002377,Office Supplies,Paper,78.304,2,0.2,29.364,3,0.375,0.4
US-2017-164147,2017-02-02,2017-02-05,First Class,Corporate,Columbus,Ohio,East,OFF-FA-10002780,Office Supplies,Fasteners,21.456,9,0.2,6.9732,3,0.325,1.8
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,Consumer,Roseville,California,West,OFF-PA-10001804,Office Supplies,Paper,20.04,3,0.0,9.6192,6,0.48,0.0
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,Consumer,Roseville,California,West,OFF-PA-10001736,Office Supplies,Paper,35.44,1,0.0,16.6568,6,0.47000000000000003,0.0
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,Consumer,Roseville,California,West,OFF-AR-10001149,Office Supplies,Art,11.52,4,0.0,3.456,6,0.3,0.0
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,Consumer,Roseville,California,West,OFF-FA-10002988,Office Supplies,Fasteners,4.02,2,0.0,1.9698,6,0.49000000000000005,0.0
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,Consumer,Roseville,California,West,OFF-BI-10004781,Office Supplies,Binders,76.176,3,0.2,26.6616,6,0.35,0.6000000000000001
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,Consumer,Roseville,California,West,OFF-SU-10001218,Office Supplies,Supplies,65.88,6,0.0,18.4464,6,0.28,0.0
CA-2016-145583,2016-10-13,2016-10-19,Standard Class,Consumer,Roseville,California,West,FUR-FU-10001706,Furniture,Furnishings,43.12,14,0.0,20.6976,6,0.48000000000000004,0.0
CA-2016-110366,2016-09-05,2016-09-07,Second Class,Corporate,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,82.8,2,0.2,10.35,2,0.125,0.4
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,Corporate,San Francisco,California,West,OFF-AR-10000940,Office Supplies,Art,8.82,3,0.0,2.3814,5,0.27,0.0
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,Corporate,San Francisco,California,West,OFF-EN-10004030,Office Supplies,Envelopes,10.86,3,0.0,5.1042,5,0.47,0.0
CA-2017-106180,2017-09-18,2017-09-23,Standard Class,Corporate,San Francisco,California,West,OFF-PA-10004327,Office Supplies,Paper,143.7,3,0.0,68.976,5,0.48000000000000004,0.0
